#OTUID	1759FJan_S24_L	1763CFeb_S27_L	1763FFeb_S25_L	2031CFeb_S42_L	2031FFeb_S40_L	2031P230_S89_L	2031PFeb_S41_L	2229FP230_S86_L	2231C230_S93_L	2231F230_S91_L	2231FFeb_S31_L	2231PJan_S22_L	29CJan_S3_L	29FFeb_S46_L	29FMar_S73_L	29PJan_S2_L	31CMar_S72_L	42CJan_S14_L	42CMar_S78_L	42F230_S82_L	42FJan_S13_L	42FMar_S76_L	42P230_S83_L	42PMar_S77_L	59CFeb_S45_L	59CMar_S63_L	59FFeb_S43_L	59FMar_S61_L	59P230_S95_L	60C230_S81_L	59PMar_S62_L	60CFeb_S36_L	60F230_S79_L	60FFeb_S34_L	60FJan_S4_L	60P230_S80_L	60PFeb_S35_L	61CJan_S17_L	61FFeb_S52_L	61FMar_S67_L	61PMar_S68_L	63FJan_S18_L	63FMar_S58_L	63PMar_S59_L	73CJan_S12_L	73FJan_S11_L	73FMar_S64_L	80CJan_S10_L	80CMar_S57_L	80FFeb_S49_L	Jul42C2_S36_L001_R1	Jul42P_S31_L001_R1	Jul59F_S12_L001_R1	Jul60F_S27_L001_R1	Jul60C2_S17_L001_R1	Jul61C3_S21_L001_R1	Jul61P2_S16_L001_R1	Jul63F_S11_L001_R1	Jul63C2_S6_L001_R1	Aug2031F_S50_L001_R1	Aug2031P2_S4_L001_R1	Aug2231P2_S19_L001_R1	Aug2231F_S9_L001_R1	Aug29C2_S29_L001_R1	Aug29F_S24_L001_R1	Aug29P2_S34_L001_R1	Aug42F_S39_L001_R1	Aug42P2_S47_L001_R1	Aug59C2_S18_L001_R1	Aug59P2_S23_L001_R1	Aug60C2_S51_L001_R1	Aug60F_S28_L001_R1	Aug60P2_S33_L001_R1	Aug61C2_S42_L001_R1	Aug61F_S38_L001_R1	Aug61P2_S46_L001_R1	Aug63C2_S55_L001_R1	Aug63F_S3_L001_R1	Aug63P2_S8_L001_R1	Sep61F_S35_L001_R1	Sept2031F_S10_L001_R1	Sep60F_S30_L001_R1	Sept29F_S5_L001_R1	Sept2231F_S15_L001_R1	Sept59F_S20_L001_R1	Sept63F_S25_L001_R1	taxonomy
Ambiguous_taxa;AB507557.1.1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__F082;g__Ambiguous_taxa;s__Ambiguous_taxa
Unculturedrumenbacterium;AB555060.1.1508	1	0	9	2	4	0	2	1	0	0	0	0	8	1	2	3	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	6	4	0	0	0	8	2	4	0	0	7	5	0	6	1	0	0	3	2	7	4	1	3	0	0	11	10	2	0	0	0	1	1	1	0	0	0	2	1	0	0	0	0	5	2	2	5	6	10	5	0	0	k__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__WCHB1-41;f__Unculturedrumenbacterium;g__Unculturedrumenbacterium;s__Unculturedrumenbacterium
Unculturedbacterium;AB627750.1.1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__ChristensenellaceaeR-7group;s__Unculturedbacterium
Ambiguous_taxa;AB746557.1.1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__F082;g__Ambiguous_taxa;s__Ambiguous_taxa
Ambiguous_taxa;AF465213.1.1522	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Ambiguous_taxa
Ambiguous_taxa;AM489493.1.1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus;s__Ambiguous_taxa
Unculturedbacterium;AY212768.1.1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae1;g__Clostridiumsensustricto1;s__Unculturedbacterium
Ambiguous_taxa;AY228463.1.1523	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Ambiguous_taxa
Ambiguous_taxa;AZUM01000023.127.1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Ambiguous_taxa
Humangutmetagenome;BAAU01001541.140.1647	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Humangutmetagenome
BacteroidesacidifaciensJCM10556;BAIW01000188.173.1680	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__BacteroidesacidifaciensJCM10556
Ambiguous_taxa;CAEG01000022.14.1521	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Ambiguous_taxa
Unculturedrumenbacterium;DQ394629.1.1520	4	15	19	13	20	6	10	0	0	15	5	0	0	4	4	9	2	0	0	35	14	32	23	17	4	0	24	4	4	0	3	5	1	2	10	0	2	0	0	1	1	8	3	9	0	0	7	0	0	8	10	7	6	17	1	1	4	2	0	17	18	15	9	0	8	10	61	16	0	1	0	1	3	3	33	9	0	5	3	30	17	8	3	23	5	15	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Uncultured;s__Unculturedrumenbacterium
Unculturedrumenbacterium;DQ394678.1.1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-014;s__Unculturedrumenbacterium
Unculturedbacterium;EF406803.1.1509	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Unculturedbacterium;s__Unculturedbacterium
Unculturedbacterium;EF604624.1.1508	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	3	1	1	1	0	0	0	0	1	3	5	2	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__LachnospiraceaeNK4A136group;s__Unculturedbacterium
Unculturedrumenbacterium;EU381553.1.1508	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	2	0	0	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-014;s__Unculturedrumenbacterium
Unculturedbacterium;FJ230896.1.1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Unculturedbacterium
Ambiguous_taxa;FPLL01003354.8.1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Ambiguous_taxa;s__Ambiguous_taxa
Unculturedbacterium;HQ716617.1.1511	0	0	0	0	0	1	2	0	0	0	0	1	0	2	0	0	2	0	0	2	0	0	0	1	2	0	0	0	0	0	4	2	0	3	0	2	1	0	1	0	0	0	0	1	0	1	1	0	1	0	2	2	1	2	0	0	1	3	0	0	3	1	0	1	1	2	2	0	0	0	0	1	2	2	3	3	0	1	1	4	1	0	1	1	0	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-005;s__Unculturedbacterium
Ambiguous_taxa;JQ805703.1.1547	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Ambiguous_taxa
Ambiguous_taxa;KJ588870.1.1513	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Ambiguous_taxa
Unculturedrumenbacterium;KR068223.1.1508	298	217	224	692	678	184	1596	145	7	91	343	409	331	315	309	405	768	344	598	1184	849	352	937	663	96	448	254	721	220	4	1160	146	252	243	529	323	288	545	56	458	950	501	1183	1010	768	296	412	333	316	534	1305	687	250	1366	470	355	946	508	632	2724	1991	205	221	178	108	140	2213	1608	334	530	564	655	716	551	504	578	446	133	290	717	2653	933	662	1441	422	213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__LachnospiraceaeUCG-009;s__Unculturedrumenbacterium
Ambiguous_taxa;MBEW01000005.2860.4397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Ambiguous_taxa;s__Ambiguous_taxa
Ambiguous_taxa;AB185515.1.1522	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	3	0	1	0	2	0	1	1	0	1	0	0	0	0	1	2	0	0	2	0	1	0	1	0	1	0	1	3	0	0	0	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans;s__Ambiguous_taxa
Ambiguous_taxa;AB188208.1.1519	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Ambiguous_taxa
Unculturedbacterium;AB626928.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__LachnospiraceaeNK4A136group;s__Unculturedbacterium
Unculturedbacterium;AB637244.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Uncultured;s__Unculturedbacterium
Unculturedbacterium;AB637330.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__Unculturedbacterium
BacteroidesuniformisCL03T12C37;AGXY01000011.2332.3846	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__BacteroidesuniformisCL03T12C37
Ambiguous_taxa;AGZO01000001.452.1966	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Ambiguous_taxa
Unculturedbacterium;AY212770.1.1517	7	5	7	22	15	5	14	1	18	2	17	5	58	23	26	15	25	42	7	9	3	33	1	24	2	5	7	8	1	0	6	55	15	7	3	7	12	13	3	9	6	5	16	13	9	3	5	9	10	4	15	5	1	9	24	8	5	7	2	13	2	9	7	6	5	1	14	6	0	1	7	32	7	8	6	2	9	10	1	3	7	2	1	14	0	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Eubacterium]halliigroup;s__Unculturedbacterium
Ambiguous_taxa;CP002582.571993.573507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Ambiguous_taxa
Ambiguous_taxa;DQ129292.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Ambiguous_taxa
Unculturedrumenbacterium;EU381702.1.1507	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	3	1	0	2	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__RuminococcaceaeUCG-014;s__Unculturedrumenbacterium
Unculturedbacterium;EU842209.1.1524	0	0	0	2	4	14	1	13	0	13	5	3	0	35	9	3	11	0	15	2	0	15	1	21	2	8	16	7	15	0	24	7	12	6	75	8	7	0	0	28	23	24	18	13	0	10	8	1	6	11	0	0	18	27	2	16	12	31	59	18	31	16	24	2	12	24	0	1	2	44	16	7	16	42	26	25	4	1	1	28	1	18	19	38	0	30	k__Bacteria;p__Tenericutes;c__Mollicutes;o__MollicutesRF39;f__Unculturedbacterium;g__Unculturedbacterium;s__Unculturedbacterium
Unculturedbacterium;EU842304.1.1517	65	10	7	14	16	14	10	9	12	7	40	78	58	56	18	29	19	32	36	1	6	15	5	22	8	34	10	51	8	7	40	50	33	20	56	35	36	73	24	14	15	30	23	15	52	25	13	25	46	38	11	7	6	23	54	56	45	9	20	16	10	23	26	36	32	44	5	4	2	11	11	71	44	12	17	21	19	17	8	28	68	16	12	52	30	19	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Uncultured;s__Unculturedbacterium
Ambiguous_taxa;EU843249.1.1522	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Uncultured;s__Ambiguous_taxa
Unculturedbacterium;EU844631.1.1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__LachnospiraceaeXPB1014group;s__Unculturedbacterium
Unculturedbacterium;FJ172826.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__LachnospiraceaeXPB1014group;s__Unculturedbacterium
Ambiguous_taxa;FUHT01000001.3690.5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__GCA-900066225;s__Ambiguous_taxa
Unculturedbacterium;GU174067.1.1507	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	4	0	0	1	1	0	0	1	0	2	0	0	0	0	1	0	0	4	0	1	1	0	0	0	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans;s__Unculturedbacterium
Ambiguous_taxa;GU303760.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__ChristensenellaceaeR-7group;s__Ambiguous_taxa
Ambiguous_taxa;GU304124.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Uncultured;s__Ambiguous_taxa
Unculturedrumenbacterium;GU304516.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Uncultured;s__Unculturedrumenbacterium
Ambiguous_taxa;HK557190.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus;s__Ambiguous_taxa
UnculturedAcidobacteriabacterium;HQ729890.1.1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__UnculturedAcidobacteriabacterium;f__UnculturedAcidobacteriabacterium;g__UnculturedAcidobacteriabacterium;s__UnculturedAcidobacteriabacterium
Unculturedrumenbacterium;JX218267.1.1507	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__ChristensenellaceaeR-7group;s__Unculturedrumenbacterium
